texts_good	texts_bad	field	error_type
In China we can see lower level of market and in the UK this level the smallest between all country in 2014 and 2018.	In China we can see lower level of market and in the UK this level the smallest between all country in 2014 and 2018.	discourse	Absence_comp_sent
In China, data for print market  will be 4,2 billion US dollars, for eBook market  1 billion US dollars.	In China, for print market  will be 4,2 billion US dollars, for eBook market  1 billion US dollars.	discourse	Absence_comp_sent
In China it rose from 60% to 87% and in India - from 35% to 73%.	In China from 60% to 87% and in India - from 35% to 73%.	discourse	Absence_comp_sent
In the EU there is slight increase in unemployment level, while in Latin America and the Middle East the rate decreased.	In the EU there is slight increase in unemployment, while in Latin America and the Middle East the rate decreased.	discourse	Absence_explanation
In European Union the rate increase slightly from 7,5 to 7,9 percent.	In European Union the rate increase slightly from 7,5 to 7,9.	discourse	Absence_explanation
In Europe only 7,5% people were unemployed , and their amount had increased slightly by 2015.	In Europe only 7,5 people were unemployed , and their amount had increased slightly by 2015.	discourse	Absence_explanation
In the European Union the situation was much worse, the rate of unemployment have not felt, moreover it has rise by around o,4 points.	In European Union situation much worther, the rate of unemployment have not felt, moreover it has rise by around o,4 points.	discourse	Absence_comp_sent
In the European Union there is 7,5% unemployment rate during 2014.	In the European Union there is 7,5 unemployment rate during 2014.	discourse	Absence_explanation
In France it is about 48 per cent now and in Sweden it is 26 per cent.	In France it is about 48 per cent now and in Sweden 26 per cent.	discourse	Absence_comp_sent
In Germany the situation is stable: 6 billion US dollars were paid in 2014 and it was the same in 2018 too.	In Germany the situation is stable: 6 billion US dollars were paid in 2014 and it will be in 2018 too.	discourse	Absence_explanation
In Germany and China;  the figures were between those in the USA and the UK (in Germany; the print ; 6; and eBook market ; 1 billion US dollars; in China 4;8 and 0;5 billion US dollars respectively).	In Germany and China;  the figures between the USA and the UK (in Germany; the print ; 6; and eBook market ; 1 billion US dollars; in China 4;8 and 0;5 billion US dollars respectively).	discourse	Absence_comp_sent
In Germany and China;  the figures between the USA and the UK (in Germany; the print book market ; 6; and eBook market ; 1 billion US dollars; in China 4;8 and 0;5 billion US dollars respectively).	In Germany and China;  the figures between the USA and the UK (in Germany; the print ; 6; and eBook market ; 1 billion US dollars; in China 4;8 and 0;5 billion US dollars respectively).	discourse	Absence_explanation
In Germany and China;  the figures between the USA and the UK (in Germany; the print ; 6; and eBook market ; 1 billion US dollars; in China 4;8 and 0;5 billion US dollars respectively).	In Germany and China;  the figures between the USA and the UK (in Germany; the print ; 6; and eBook market ; 1 billion US dollars; in China 4;8 and 0;5 billion US dollars respectively).	discourse	Absence_comp_sent
In Germany print market possesses 6 billion US Dollars and in China it possesses 4,8 billion US Dollars dollars , as for 2014, while e-book market possesses only 1 billion US Dollars dollars and 0,5 billion US Dollars dollars in China.	In Germany print market possesses 6 billion US and in China it possesses 4,8 billion US dollars , as for 2014, while e-book market possesses only 1 billion US dollars and 0,5 billion US dollars in China.	discourse	Absence_explanation
